REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
C687,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3617.760,180.000,YES
C688,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3577.760,180.000,YES
C691,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3707.760,180.000,YES
C692,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3667.760,180.000,YES
C695,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3802.760,180.000,YES
C696,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3762.760,180.000,YES
C746,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-3215.000,-12525.000,0.000,NO
C747,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-3375.000,-12650.000,270.000,NO
C748,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-3215.000,-12475.000,0.000,NO
C912,CAP_NP_C0402_220P/0402,,,C0402,3905.000,220.000,180.000,NO
C913,CAP_NP_C0402_220P/0402,,,C0402,4440.000,-515.000,270.000,NO
C914,CAP_NP_C0402_220P/0402,,,C0402,4410.000,-575.000,0.000,NO
C917,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1425.000,-1064.000,270.000,YES
C918,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1612.000,-1498.000,180.000,YES
C919,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1309.000,-1302.000,180.000,NO
C920,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1359.000,-1321.000,0.000,YES
C921,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1782.000,-1189.000,90.000,YES
C922,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1710.000,-1285.000,270.000,YES
C923,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1320.000,-1055.000,90.000,NO
C924,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2880.252,-626.748,180.000,NO
C925,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1320.000,-4990.000,0.000,YES
C926,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1320.000,-5105.000,0.000,YES
C927,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1750.000,-4815.000,90.000,YES
C928,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1320.000,-4950.000,0.000,YES
C929,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1320.000,-4910.000,0.000,YES
C930,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1770.000,-4515.000,270.000,YES
C931,CAP_NP_C0402_1UF/25V/X5R/0402,,,C0402,1320.000,-5065.000,0.000,YES
C932,CAP_NP_SMC0402_OCTO_IA_1UF/25V/,,,SMC0402_OCTO_IA,2710.000,-4680.000,180.000,YES
C933,CAP_NP_SMC0402_OCTO_IA_1UF/25V/,,,SMC0402_OCTO_IA,2794.240,-4651.661,135.000,YES
C934,CAP_NP_SMC0402_OCTO_IA_1UF/25V/,,,SMC0402_OCTO_IA,2591.740,-4654.000,270.000,YES
C935,CAP_NP_SMC0402_OCTO_IA_1UF/25V/,,,SMC0402_OCTO_IA,2762.839,-4685.642,315.000,YES
C936,CAP_NP_SMC0402_OCTO_IA_1UF/25V/,,,SMC0402_OCTO_IA,2623.409,-4654.000,270.000,YES
C937,CAP_NP_SMC0402_OCTO_IA_1UF/25V/,,,SMC0402_OCTO_IA,2702.000,-4639.000,180.000,YES
C938,CAP_NP_SMC0402_OCTO_IA_1UF/25V/,,,SMC0402_OCTO_IA,2400.000,-4480.000,0.000,YES
C1103,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3897.760,180.000,YES
C1104,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3857.760,180.000,YES
C1105,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3992.760,180.000,YES
C1106,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6616.291,-3952.760,180.000,YES
C1107,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6615.000,-4050.000,180.000,YES
C1108,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6615.000,-4090.000,180.000,YES
C1152,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4366.161,180.000,YES
C1154,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4406.161,180.000,YES
C1160,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4456.161,180.000,YES
C1163,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4496.161,180.000,YES
C1171,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4551.161,180.000,YES
C1174,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4591.161,180.000,YES
C1176,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4686.161,180.000,YES
C1182,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4646.161,180.000,YES
C1196,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4776.161,180.000,YES
C1199,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4736.161,180.000,YES
C1200,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6619.000,-4871.161,180.000,YES
C1201,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6619.000,-4831.161,180.000,YES
C1202,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4966.161,180.000,YES
C1203,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-4926.161,180.000,YES
C1205,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-5066.161,180.000,YES
C1236,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6614.000,-5026.161,180.000,YES
C1406,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-3295.000,-12650.000,270.000,NO
C1407,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,-3335.000,-12650.000,270.000,NO
C1637,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15527.000,0.000,NO
C1638,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15390.000,0.000,NO
C1639,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15567.000,0.000,NO
C1640,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15477.000,0.000,NO
C1641,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15260.000,0.000,NO
C1642,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15350.000,0.000,NO
C1643,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15300.000,0.000,NO
C1644,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15437.000,0.000,NO
C1645,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15615.000,0.000,NO
C1646,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15703.000,0.000,NO
C1647,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15792.000,0.000,NO
C1648,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15743.000,0.000,NO
C1649,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15880.000,0.000,NO
C1650,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15832.000,0.000,NO
C1651,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15655.000,0.000,NO
C1652,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15920.000,0.000,NO
C1653,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16851.000,0.000,NO
C1654,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16097.000,0.000,NO
C1655,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16891.000,0.000,NO
C1656,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-15970.000,0.000,NO
C1657,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16187.000,0.000,NO
C1658,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16010.000,0.000,NO
C1659,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16057.000,0.000,NO
C1660,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16940.000,0.000,NO
C1661,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16147.000,0.000,NO
C1662,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17117.000,0.000,NO
C1663,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17028.000,0.000,NO
C1664,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17205.000,0.000,NO
C1665,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17068.000,0.000,NO
C1666,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-16980.000,0.000,NO
C1667,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17157.000,0.000,NO
C1668,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,12325.000,-17245.000,0.000,NO
C1761,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17580.000,180.000,NO
C1762,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17540.000,180.000,NO
C1763,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17720.000,180.000,NO
C1764,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17635.000,180.000,NO
C1765,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17855.000,180.000,NO
C1766,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17760.000,180.000,NO
C1767,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17815.000,180.000,NO
C1768,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17675.000,180.000,NO
C1769,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17485.000,180.000,NO
C1770,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17390.000,180.000,NO
C1771,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17295.000,180.000,NO
C1772,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17350.000,180.000,NO
C1773,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17255.000,180.000,NO
C1774,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17210.000,180.000,NO
C1775,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17445.000,180.000,NO
C1776,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17170.000,180.000,NO
C1777,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16230.000,180.000,NO
C1778,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16995.000,180.000,NO
C1779,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16190.000,180.000,NO
C1780,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16905.000,180.000,NO
C1781,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17125.000,180.000,NO
C1782,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17085.000,180.000,NO
C1783,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-17035.000,180.000,NO
C1784,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16145.000,180.000,NO
C1785,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16945.000,180.000,NO
C1786,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-15975.000,180.000,NO
C1787,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16060.000,180.000,NO
C1788,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-15890.000,180.000,NO
C1789,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16020.000,180.000,NO
C1790,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-15935.000,180.000,NO
C1791,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-16105.000,180.000,NO
C1792,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,-3675.000,-15850.000,180.000,NO
C1809,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3243.110,-4724.000,180.000,YES
C1810,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3243.110,-4764.000,180.000,YES
C1811,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3320.000,-4837.000,180.000,YES
C1812,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3320.000,-4797.000,180.000,YES
C1813,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3236.500,-4863.402,180.000,YES
C1814,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3236.500,-4903.402,180.000,YES
C1815,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3309.000,-4927.000,180.000,YES
C1816,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3309.000,-4967.000,180.000,YES
C1817,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3309.031,-5008.000,180.000,YES
C1818,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3309.000,-5048.000,180.000,YES
C1819,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3309.000,-5146.000,180.000,YES
C1820,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3309.000,-5106.000,180.000,YES
C1821,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3310.000,-5234.000,180.000,YES
C1822,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3310.000,-5194.000,180.000,YES
C2576,CAP_NP_C0402_2200P/50V/X7R/0402,,,C0402,1940.000,-19625.000,90.000,NO
C2577,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2213.000,-2589.000,270.000,YES
C2578,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2311.291,-2764.760,0.000,YES
C2579,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2320.000,-3005.000,90.000,YES
C2580,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,1915.000,-2610.000,0.000,YES
C2581,CAP_NP_C0402-BGA_0.1U/25V/X7R/0,,,C0402-BGA,2196.291,-2870.949,180.000,YES
C2582,CAP_NP_C0402-BGA_0.1U/25V/X7R/0,,,C0402-BGA,2152.862,-2646.654,270.000,YES
C2583,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2261.291,-2865.949,270.000,YES
C2584,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2070.000,-2850.000,0.000,YES
C2585,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2256.291,-2799.760,270.000,YES
C2586,CAP_NP_C0402_0.1U/25V/X7R/0402,,,C0402,2256.291,-2734.760,90.000,YES
C2587,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,2070.000,-2810.000,0.000,YES
C2588,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,2256.291,-2669.760,90.000,YES
C2589,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,2366.000,-2955.000,180.000,YES
C2590,CAP_NP_C0402-BGA_0.01U/25V/X7R/,,,C0402-BGA,2113.492,-2686.024,270.000,YES
C2591,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,2361.291,-2914.760,180.000,YES
C2592,CAP_NP_C0402-BGA_0.01U/25V/X7R/,,,C0402-BGA,2192.000,-2686.000,90.000,YES
C2593,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,2136.291,-2764.760,180.000,YES
C2594,CAP_NP_C0402_0.01U/25V/X7R/0402,,,C0402,2201.291,-2764.760,180.000,YES
C2595,CAP_NP_C0402-BGA_0.01U/25V/X7R/,,,C0402-BGA,2330.000,-2705.000,0.000,YES
C2596,CAP_NP_C0402_X_1UF/25V/X5R/0402,,,C0402,2701.291,-2950.949,0.000,NO
C2597,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2756.760,180.000,YES
C2598,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2606.760,180.000,YES
C2599,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2796.760,180.000,YES
C2600,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2701.760,180.000,YES
C2601,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2471.760,180.000,YES
C2602,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2566.760,180.000,YES
C2603,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2511.760,180.000,YES
C2604,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2661.760,180.000,YES
C2605,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2851.760,180.000,YES
C2606,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2946.760,180.000,YES
C2607,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-3041.760,180.000,YES
C2608,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2986.760,180.000,YES
C2609,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6613.291,-3291.760,180.000,YES
C2610,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-3081.760,180.000,YES
C2611,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6623.291,-2891.760,180.000,YES
C2612,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6613.291,-3331.760,180.000,YES
C2613,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3400.000,-4707.000,180.000,NO
C2614,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3400.000,-4747.000,180.000,NO
C2615,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3485.000,-4782.000,180.000,NO
C2616,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3485.000,-4822.000,180.000,NO
C2617,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3400.000,-4857.000,180.000,NO
C2618,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3400.000,-4897.000,180.000,NO
C2619,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3486.598,-4963.248,180.000,NO
C2620,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3486.598,-5003.248,180.000,NO
C2621,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3403.000,-5079.000,180.000,NO
C2622,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3403.000,-5039.000,180.000,NO
C2623,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3372.000,-5160.000,180.000,NO
C2624,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3372.000,-5120.000,180.000,NO
C2625,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3372.000,-5240.000,180.000,NO
C2626,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3372.000,-5200.000,180.000,NO
C2627,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3341.000,-5463.000,90.000,NO
C2628,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,3381.000,-5463.000,90.000,NO
C2629,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6718.949,180.000,NO
C2630,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6598.949,180.000,NO
C2631,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6758.949,180.000,NO
C2632,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6760.000,-6375.000,180.000,NO
C2633,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6678.949,180.000,NO
C2634,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6760.000,-6415.000,180.000,NO
C2635,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6558.949,180.000,NO
C2636,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6798.949,180.000,NO
C2637,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6638.949,180.000,NO
C2638,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6958.949,180.000,NO
C2639,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6878.949,180.000,NO
C2640,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7038.949,180.000,NO
C2641,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6918.949,180.000,NO
C2642,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6838.949,180.000,NO
C2643,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-6998.949,180.000,NO
C2644,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7078.949,180.000,NO
C2645,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6845.409,-7369.949,180.000,NO
C2646,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6845.409,-7409.949,180.000,NO
C2647,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7238.949,180.000,NO
C2648,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7318.949,180.000,NO
C2649,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7118.949,180.000,NO
C2650,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7198.949,180.000,NO
C2651,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7158.949,180.000,NO
C2652,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6798.409,-7278.949,180.000,NO
C2653,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6914.409,-7438.949,180.000,NO
C2654,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6829.409,-7508.949,180.000,NO
C2655,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6848.409,-7631.949,180.000,NO
C2656,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6829.409,-7548.949,180.000,NO
C2657,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6935.000,-7688.799,180.000,NO
C2658,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6914.409,-7478.949,180.000,NO
C2659,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6848.409,-7591.949,180.000,NO
C2660,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,6935.000,-7728.799,180.000,NO
C2661,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-2822.000,0.000,NO
C2662,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,248.291,-2593.000,0.000,NO
C2663,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-2782.000,0.000,NO
C2664,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,248.291,-2538.000,0.000,NO
C2665,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-2685.000,0.000,NO
C2666,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,249.291,-2498.000,0.000,NO
C2667,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,248.291,-2634.000,0.000,NO
C2668,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-2914.000,0.000,NO
C2669,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-2726.000,0.000,NO
C2670,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-3106.000,0.000,NO
C2671,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-3009.000,0.000,NO
C2672,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-3201.000,0.000,NO
C2673,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,244.291,-2969.000,0.000,NO
C2674,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,243.291,-2874.000,0.000,NO
C2675,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,245.291,-3066.000,0.000,NO
C2676,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,243.291,-3161.000,0.000,NO
C2677,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2874.980,180.000,YES
C2678,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2914.980,180.000,YES
C2679,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-3105.000,180.000,YES
C2680,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-3010.000,180.000,YES
C2681,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-3158.000,180.000,YES
C2682,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-3065.000,180.000,YES
C2683,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-3198.000,180.000,YES
C2684,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2970.000,180.000,YES
C2685,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2781.000,180.000,YES
C2686,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2687.000,180.000,YES
C2687,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2590.000,180.000,YES
C2688,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2727.000,180.000,YES
C2689,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2497.000,180.000,YES
C2690,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2821.000,180.000,YES
C2691,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2630.000,180.000,YES
C2692,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-2537.000,180.000,YES
C2693,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,440.000,-3345.000,180.000,YES
C2694,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-3577.000,180.000,YES
C2695,CAP_NP_C0402_0.22U/16V/X7R/0402,,,C0402,442.291,-3292.000,180.000,YES
